cylinders,displ,drive,make,model,trany
6.0,2.8,Rear-Wheel Drive,GMC,S15 Jimmy 2WD,AUTO
6.0,3.9,Rear-Wheel Drive,Dodge,Dakota Cab Chassis 2WD,AUTO
6.0,3.9,Rear-Wheel Drive,Dodge,Dakota Cab Chassis 2WD,MANUAL
8.0,5.2,Rear-Wheel Drive,Dodge,Dakota Cab Chassis 2WD,AUTO
8.0,5.9,Rear-Wheel Drive,Dodge,D250 Cab Chassis 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Buick,Coachbuilder Wagon,AUTO
4.0,2.0,Rear-Wheel Drive,Alfa Romeo,Spider,MANUAL
6.0,2.8,Rear-Wheel Drive,GMC,S15 Jimmy 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,Chevrolet,Corvette,MANUAL
8.0,5.7,Rear-Wheel Drive,Chevrolet,Corvette,AUTO
4.0,2.5,Rear-Wheel Drive,Jeep,Cherokee/Wagoneer,AUTO
4.0,2.5,Rear-Wheel Drive,Jeep,Cherokee/Wagoneer,MANUAL
6.0,2.8,Rear-Wheel Drive,Jeep,Cherokee/Wagoneer,AUTO
6.0,2.8,Rear-Wheel Drive,Jeep,Cherokee/Wagoneer,MANUAL
4.0,2.2,Front-Wheel Drive,Plymouth,Voyager 2WD,AUTO
4.0,2.2,Front-Wheel Drive,Plymouth,Voyager 2WD,MANUAL
4.0,2.6,Front-Wheel Drive,Plymouth,Voyager 2WD,AUTO
6.0,4.2,4-Wheel or All-Wheel Drive,American Motors Corporation,Eagle 4DR Wagon,AUTO
6.0,4.2,4-Wheel or All-Wheel Drive,American Motors Corporation,Eagle 4DR Wagon,MANUAL
8.0,5.0,4-Wheel or All-Wheel Drive,Chevrolet,K10 Blazer 4WD,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,Chevrolet,K10 Blazer 4WD,MANUAL
8.0,6.2,4-Wheel or All-Wheel Drive,Chevrolet,K10 Blazer 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Chevrolet,Suburban K10 4WD,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,Chevrolet,Suburban K10 4WD,AUTO
6.0,3.0,Front-Wheel Drive,Alfa Romeo,164,AUTO
4.0,2.5,4-Wheel or All-Wheel Drive,Chevrolet,T10 (S10) Blazer 4WD,AUTO
6.0,3.0,Front-Wheel Drive,Alfa Romeo,164,MANUAL
4.0,2.5,4-Wheel or All-Wheel Drive,Chevrolet,T10 (S10) Blazer 4WD,MANUAL
4.0,2.2,Front-Wheel Drive,Chevrolet,Corsica,AUTO
6.0,3.1,Front-Wheel Drive,Chevrolet,Corsica,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,Chevrolet,T10 (S10) Blazer 4WD,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,Chevrolet,T10 (S10) Blazer 4WD,MANUAL
4.0,1.8,Front-Wheel Drive,Mercury,Tracer,AUTO
4.0,1.8,Front-Wheel Drive,Mercury,Tracer,MANUAL
4.0,1.9,Front-Wheel Drive,Mercury,Tracer,AUTO
4.0,1.9,Front-Wheel Drive,Mercury,Tracer,MANUAL
4.0,2.3,Front-Wheel Drive,Pontiac,Grand Am,AUTO
4.0,2.3,4-Wheel or All-Wheel Drive,Ford,Bronco II 4WD,MANUAL
4.0,2.3,Front-Wheel Drive,Pontiac,Grand Am,MANUAL
6.0,3.1,Front-Wheel Drive,Pontiac,Grand Am,AUTO
4.0,1.9,Front-Wheel Drive,Saturn,SL,AUTO
4.0,1.9,Front-Wheel Drive,Saturn,SL,MANUAL
6.0,2.8,4-Wheel or All-Wheel Drive,Ford,Bronco II 4WD,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,Ford,Bronco II 4WD,MANUAL
4.0,2.2,Front-Wheel Drive,Buick,Century,AUTO
6.0,3.1,Front-Wheel Drive,Buick,Century,AUTO
6.0,4.9,4-Wheel or All-Wheel Drive,Ford,Bronco 4WD,AUTO
6.0,4.9,4-Wheel or All-Wheel Drive,Ford,Bronco 4WD,MANUAL
6.0,3.2,Front-Wheel Drive,Ford,Taurus SHO,AUTO
6.0,3.1,Front-Wheel Drive,Oldsmobile,Cutlass Ciera,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,GMC,K15 Jimmy 4WD,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,GMC,K15 Jimmy 4WD,MANUAL
8.0,4.6,Front-Wheel Drive,Cadillac,DeVille/Concourse,AUTO
8.0,4.9,Front-Wheel Drive,Cadillac,DeVille/Concourse,AUTO
8.0,4.3,Rear-Wheel Drive,Chevrolet,Caprice/Impala,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,Caprice/Impala,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,K15 Jimmy 4WD,AUTO
6.0,3.5,Front-Wheel Drive,Chrysler,New Yorker/LHS,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,Crown Victoria Police,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,GMC,K15 Suburban 4WD,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,K15 Suburban 4WD,AUTO
4.0,2.5,4-Wheel or All-Wheel Drive,GMC,T15 (S15) Jimmy 4WD,AUTO
4.0,2.5,4-Wheel or All-Wheel Drive,GMC,T15 (S15) Jimmy 4WD,MANUAL
6.0,2.8,4-Wheel or All-Wheel Drive,GMC,T15 (S15) Jimmy 4WD,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,GMC,T15 (S15) Jimmy 4WD,MANUAL
4.0,2.2,Rear-Wheel Drive,Chevrolet,S10 Pickup 2WD,AUTO
4.0,2.2,Rear-Wheel Drive,Chevrolet,S10 Pickup 2WD,MANUAL
4.0,2.2,Rear-Wheel Drive,GMC,Sonoma 2WD,AUTO
4.0,2.1,4-Wheel or All-Wheel Drive,Jeep,Cherokee/Wagoneer,AUTO
4.0,2.2,Rear-Wheel Drive,GMC,Sonoma 2WD,MANUAL
4.0,2.1,4-Wheel or All-Wheel Drive,Jeep,Cherokee/Wagoneer,MANUAL
4.0,2.5,4-Wheel or All-Wheel Drive,Jeep,Cherokee/Wagoneer,AUTO
8.0,6.5,Rear-Wheel Drive,Chevrolet,C1500 Pickup 2WD,AUTO
8.0,6.5,Rear-Wheel Drive,Chevrolet,C1500 Pickup 2WD,MANUAL
4.0,2.5,4-Wheel or All-Wheel Drive,Jeep,Cherokee/Wagoneer,MANUAL
8.0,6.5,Rear-Wheel Drive,Chevrolet,Pickup 2500 2WD,AUTO
8.0,6.5,Rear-Wheel Drive,Chevrolet,Pickup 2500 2WD,MANUAL
8.0,5.2,Rear-Wheel Drive,Dodge,Dakota Pickup 2WD,MANUAL
6.0,3.9,Rear-Wheel Drive,Dodge,Ram 1500 Pickup 2WD,AUTO
6.0,3.9,Rear-Wheel Drive,Dodge,Ram 1500 Pickup 2WD,MANUAL
8.0,5.2,Rear-Wheel Drive,Dodge,Ram 1500 Pickup 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,Ram 1500 Pickup 2WD,MANUAL
8.0,5.9,Rear-Wheel Drive,Dodge,Ram 1500 Pickup 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,Ram 2500 Pickup 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,Ram 2500 Pickup 2WD,MANUAL
8.0,5.9,Rear-Wheel Drive,Dodge,Ram 2500 Pickup 2WD,AUTO
8.0,5.9,Rear-Wheel Drive,Dodge,Ram 2500 Pickup 2WD,MANUAL
8.0,5.8,Rear-Wheel Drive,Ford,Lightning F150 2WD,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,Jeep,Cherokee/Wagoneer,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,Jeep,Cherokee/Wagoneer,MANUAL
8.0,6.5,Rear-Wheel Drive,GMC,Sierra 1500 2WD,AUTO
8.0,6.5,Rear-Wheel Drive,GMC,Sierra 1500 2WD,MANUAL
8.0,6.5,Rear-Wheel Drive,GMC,Sierra 2500 2WD,AUTO
8.0,6.5,Rear-Wheel Drive,GMC,Sierra 2500 2WD,MANUAL
4.0,2.5,4-Wheel or All-Wheel Drive,Jeep,CJ7,MANUAL
6.0,4.2,4-Wheel or All-Wheel Drive,Jeep,CJ7,AUTO
8.0,6.5,4-Wheel or All-Wheel Drive,Chevrolet,K1500 Pickup 4WD,AUTO
6.0,4.2,4-Wheel or All-Wheel Drive,Jeep,CJ7,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,Chevrolet,K1500 Pickup 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,Chevrolet,Pickup 2500 4WD,AUTO
8.0,6.5,4-Wheel or All-Wheel Drive,Chevrolet,Pickup 2500 4WD,MANUAL
6.0,4.2,4-Wheel or All-Wheel Drive,Jeep,Grand Wagoneer,AUTO
8.0,5.2,4-Wheel or All-Wheel Drive,Dodge,Dakota Pickup 4WD,MANUAL
8.0,5.2,4-Wheel or All-Wheel Drive,Dodge,Ram 1500 Pickup 4WD,AUTO
8.0,5.2,4-Wheel or All-Wheel Drive,Dodge,Ram 1500 Pickup 4WD,MANUAL
8.0,5.9,4-Wheel or All-Wheel Drive,Dodge,Ram 1500 Pickup 4WD,AUTO
8.0,5.2,4-Wheel or All-Wheel Drive,Dodge,Ram 2500 Pickup 4WD,AUTO
8.0,5.2,4-Wheel or All-Wheel Drive,Dodge,Ram 2500 Pickup 4WD,MANUAL
8.0,5.9,4-Wheel or All-Wheel Drive,Dodge,Ram 2500 Pickup 4WD,AUTO
8.0,5.9,4-Wheel or All-Wheel Drive,Dodge,Ram 2500 Pickup 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,GMC,Sierra 1500 4WD,AUTO
8.0,6.5,4-Wheel or All-Wheel Drive,GMC,Sierra 1500 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,GMC,Sierra 2500 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,GMC,Sierra 2500 4WD,AUTO
8.0,6.5,Rear-Wheel Drive,Chevrolet,G10/20 Van 2WD,AUTO
8.0,5.8,Rear-Wheel Drive,Ford,E250 Econoline 2WD,AUTO
8.0,6.5,Rear-Wheel Drive,GMC,Vandura G15/25 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,Vandura G35  2WD,AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Vandura G35  2WD,AUTO
8.0,6.5,Rear-Wheel Drive,Chevrolet,Sport Van G10/20 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,Sport Van G30  2WD,AUTO
8.0,6.5,Rear-Wheel Drive,GMC,Rally G15/25 2WD,AUTO
6.0,3.1,Front-Wheel Drive,Chevrolet,Lumina Minivan 2WD,AUTO
6.0,3.8,Front-Wheel Drive,Chevrolet,Lumina Minivan 2WD,AUTO
6.0,3.8,Front-Wheel Drive,Chrysler,Town and Country 2WD,AUTO
6.0,3.8,Front-Wheel Drive,Dodge,Caravan/Grand Caravan 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Jeep,Grand Cherokee 2WD,AUTO
6.0,3.8,Front-Wheel Drive,Plymouth,Voyager/Grand Voyager 2WD,AUTO
8.0,6.5,4-Wheel or All-Wheel Drive,Chevrolet,Blazer 1500 4WD,AUTO
6.0,3.8,4-Wheel or All-Wheel Drive,Chrysler,Town and Country 4WD,AUTO
6.0,3.8,4-Wheel or All-Wheel Drive,Dodge,Caravan/Grand Caravan 4WD,AUTO
4.0,2.5,4-Wheel or All-Wheel Drive,Jeep,Wrangler 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,GMC,Yukon K1500 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,GMC,Yukon K1500 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,GMC,Yukon K1500 4WD,AUTO
4.0,2.5,Rear-Wheel Drive,Chevrolet,S10 Cab Chassis 2WD,MANUAL
6.0,3.8,4-Wheel or All-Wheel Drive,Plymouth,Voyager/Grand Voyager 4WD,AUTO
6.0,2.8,Rear-Wheel Drive,Chevrolet,S10 Cab Chassis 2WD,AUTO
6.0,2.8,Rear-Wheel Drive,Chevrolet,S10 Cab Chassis 2WD,MANUAL
4.0,2.2,Rear-Wheel Drive,Chevrolet,Postal Cab Chassis 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,Dakota Cab Chassis 2WD,MANUAL
4.0,2.3,Rear-Wheel Drive,Ford,Ranger Pickup Cab Chassis,MANUAL
6.0,2.8,Rear-Wheel Drive,Ford,Ranger Pickup Cab Chassis,AUTO
6.0,2.8,Rear-Wheel Drive,Ford,Ranger Pickup Cab Chassis,MANUAL
4.0,2.5,Rear-Wheel Drive,GMC,S15 Cab Chassis 2WD,MANUAL
6.0,2.8,Rear-Wheel Drive,GMC,S15 Cab Chassis 2WD,AUTO
6.0,2.8,Rear-Wheel Drive,GMC,S15 Cab Chassis 2WD,MANUAL
6.0,3.0,Front-Wheel Drive,Chrysler,LeBaron Convertible,AUTO
4.0,2.3,Front-Wheel Drive,Buick,Skylark,AUTO
6.0,3.1,Front-Wheel Drive,Buick,Skylark,AUTO
4.0,2.0,Front-Wheel Drive,Ford,Contour,AUTO
6.0,2.5,Front-Wheel Drive,Ford,Contour,AUTO
6.0,2.5,Front-Wheel Drive,Ford,Contour,MANUAL
4.0,2.0,Front-Wheel Drive,Mercury,Mystique,AUTO
6.0,2.5,Front-Wheel Drive,Mercury,Mystique,AUTO
6.0,2.5,Front-Wheel Drive,Mercury,Mystique,MANUAL
6.0,3.1,Front-Wheel Drive,Chevrolet,Lumina/Monte Carlo,AUTO
6.0,3.4,Front-Wheel Drive,Chevrolet,Lumina/Monte Carlo,AUTO
4.0,2.4,Front-Wheel Drive,Chrysler,Cirrus,AUTO
6.0,2.5,Front-Wheel Drive,Chrysler,Cirrus,AUTO
4.0,2.4,Front-Wheel Drive,Dodge,Stratus,AUTO
6.0,2.5,Front-Wheel Drive,Dodge,Stratus,AUTO
6.0,3.0,Front-Wheel Drive,Ford,Taurus FFV,AUTO
8.0,4.0,Front-Wheel Drive,Oldsmobile,Aurora,AUTO
4.0,1.6,Front-Wheel Drive,Ford,EXP,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,Crown Victoria,AUTO
8.0,4.6,Front-Wheel Drive,Lincoln,Continental,AUTO
4.0,2.3,Rear-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 2WD,AUTO
4.0,2.3,Rear-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 2WD,MANUAL
6.0,3.0,Rear-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 2WD,AUTO
6.0,3.0,Rear-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 2WD,MANUAL
6.0,4.0,Rear-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 2WD,MANUAL
6.0,5.2,4-Wheel or All-Wheel Drive,Chevrolet,S10 Pickup 4WD,MANUAL
6.0,5.2,4-Wheel or All-Wheel Drive,GMC,Sonoma 4WD,MANUAL
4.0,2.3,4-Wheel or All-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 4WD,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 4WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 4WD,MANUAL
6.0,4.0,4-Wheel or All-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 4WD,AUTO
6.0,4.0,4-Wheel or All-Wheel Drive,Mazda,B2300/B3000/B4000 Pickup 4WD,MANUAL
6.0,3.9,Rear-Wheel Drive,Dodge,B1500/B2500 Van 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,B1500/B2500 Van 2WD,AUTO
8.0,5.9,Rear-Wheel Drive,Dodge,B1500/B2500 Van 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,B3500 Van 2WD,AUTO
8.0,5.9,Rear-Wheel Drive,Dodge,B3500 Van 2WD,AUTO
6.0,3.9,Rear-Wheel Drive,Dodge,B1500/B2500 Wagon 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,B1500/B2500 Wagon 2WD,AUTO
8.0,5.9,Rear-Wheel Drive,Dodge,B1500/B2500 Wagon 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,B3500 Wagon 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Blazer 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Blazer 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,Chevrolet,Tahoe 1500 2WD,AUTO
4.0,2.5,Rear-Wheel Drive,Jeep,Cherokee 2WD,AUTO
6.0,3.0,Front-Wheel Drive,Ford,Windstar FWD Van,AUTO
6.0,3.8,Front-Wheel Drive,Ford,Windstar FWD Van,AUTO
6.0,3.0,Front-Wheel Drive,Ford,Windstar FWD Wagon,AUTO
6.0,3.8,Front-Wheel Drive,Ford,Windstar FWD Wagon,AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Yukon 1500 2WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,Chevrolet,Blazer 4WD,AUTO
6.0,5.2,4-Wheel or All-Wheel Drive,Chevrolet,Blazer 4WD,MANUAL
8.0,5.7,4-Wheel or All-Wheel Drive,Chevrolet,Tahoe 1500 4WD,AUTO
8.0,5.7,4-Wheel or All-Wheel Drive,Chevrolet,Tahoe 1500 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,Chevrolet,Tahoe 1500 4WD,AUTO
4.0,2.5,4-Wheel or All-Wheel Drive,Jeep,Cherokee 4WD,AUTO
6.0,5.2,4-Wheel or All-Wheel Drive,GMC,Jimmy 4WD,MANUAL
8.0,6.5,4-Wheel or All-Wheel Drive,GMC,Yukon 1500 4WD,AUTO
4.0,2.0,Front-Wheel Drive,Ford,Contour,MANUAL
6.0,2.8,Front-Wheel Drive,Buick,Skylark,AUTO
6.0,2.8,Front-Wheel Drive,Buick,Skylark,MANUAL
4.0,2.0,Front-Wheel Drive,Mercury,Mystique,MANUAL
4.0,2.0,Front-Wheel Drive,Cadillac,Cimarron,AUTO
4.0,2.0,Front-Wheel Drive,Cadillac,Cimarron,MANUAL
6.0,2.8,Front-Wheel Drive,Cadillac,Cimarron,AUTO
6.0,2.8,Front-Wheel Drive,Cadillac,Cimarron,MANUAL
4.0,2.4,Front-Wheel Drive,Chrysler,Sebring Convertible,AUTO
6.0,2.5,Front-Wheel Drive,Chrysler,Sebring Convertible,AUTO
4.0,2.0,Front-Wheel Drive,Dodge,Stratus,AUTO
4.0,2.0,Front-Wheel Drive,Dodge,Stratus,MANUAL
8.0,3.4,Front-Wheel Drive,Ford,Taurus SHO,AUTO
4.0,2.2,Front-Wheel Drive,Oldsmobile,Ciera SL,AUTO
6.0,3.1,Front-Wheel Drive,Oldsmobile,Ciera SL,AUTO
4.0,2.0,Front-Wheel Drive,Plymouth,Breeze,AUTO
4.0,2.0,Front-Wheel Drive,Plymouth,Breeze,MANUAL
4.0,2.4,Front-Wheel Drive,Plymouth,Breeze,AUTO
8.0,4.6,Front-Wheel Drive,Cadillac,DeVille,AUTO
4.0,2.2,Rear-Wheel Drive,Isuzu,Hombre Pickup 2WD,MANUAL
6.0,4.9,Rear-Wheel Drive,Ford,F250,AUTO
6.0,4.9,Rear-Wheel Drive,Ford,F250,MANUAL
4.0,1.6,Front-Wheel Drive,Ford,EXP,MANUAL
8.0,5.0,Rear-Wheel Drive,Ford,F250,AUTO
8.0,5.0,Rear-Wheel Drive,Ford,F250,MANUAL
8.0,5.8,Rear-Wheel Drive,Ford,F250,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Van 1500/2500 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Chevrolet,Van 1500/2500 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,Van 1500/2500 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,Savana 1500/2500 2WD (cargo),AUTO
8.0,5.0,Rear-Wheel Drive,GMC,Savana 1500/2500 2WD (cargo),AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Savana 1500/2500 2WD (cargo),AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,Express 1500/2500 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Chevrolet,Express 1500/2500 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,Express 1500/2500 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,Savana 1500/2500 2WD (passenger),AUTO
8.0,5.0,Rear-Wheel Drive,GMC,Savana 1500/2500 2WD (passenger),AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Savana 1500/2500 2WD (passenger),AUTO
6.0,3.4,Front-Wheel Drive,Chevrolet,Lumina Minivan 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Dodge,Caravan/Grand Caravan 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Ford,Explorer 2WD,AUTO
6.0,3.4,Front-Wheel Drive,Pontiac,Trans Sport 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Plymouth,Voyager/Grand Voyager 2WD,AUTO
6.0,3.4,Front-Wheel Drive,Oldsmobile,Silhouette 2WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,Chevrolet,Blazer AWD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,Chevrolet,Blazer 4WD,MANUAL
8.0,5.0,4-Wheel or All-Wheel Drive,Ford,Explorer 4WD,AUTO
6.0,4.3,4-Wheel or All-Wheel Drive,GMC,Jimmy AWD,AUTO
8.0,5.7,Rear-Wheel Drive,Buick,Funeral Coach/Hearse,AUTO
8.0,4.1,Front-Wheel Drive,Cadillac,Seville,AUTO
4.0,2.0,Front-Wheel Drive,Ford,Escort,AUTO
4.0,2.0,Front-Wheel Drive,Ford,Escort,MANUAL
4.0,2.0,Front-Wheel Drive,Mercury,Tracer,AUTO
4.0,2.0,Front-Wheel Drive,Mercury,Tracer,MANUAL
4.0,2.2,Front-Wheel Drive,Chrysler,New Yorker,AUTO
4.0,2.6,Front-Wheel Drive,Chrysler,New Yorker,AUTO
8.0,5.2,Rear-Wheel Drive,Chrysler,Newport/Fifth Avenue,AUTO
6.0,3.1,Front-Wheel Drive,Buick,Regal/Century,AUTO
6.0,3.8,Front-Wheel Drive,Buick,Regal/Century,AUTO
6.0,3.0,Rear-Wheel Drive,Cadillac,Catera,AUTO
6.0,3.1,Front-Wheel Drive,Chevrolet,Malibu,AUTO
6.0,3.1,Front-Wheel Drive,Oldsmobile,Cutlass,AUTO
8.0,5.2,Rear-Wheel Drive,Dodge,Diplomat,AUTO
6.0,3.1,Front-Wheel Drive,Pontiac,Grand Prix,AUTO
6.0,3.8,Front-Wheel Drive,Pontiac,Grand Prix,AUTO
6.0,3.8,Front-Wheel Drive,Oldsmobile,Eighty-Eight/Regency,AUTO
4.0,2.0,Front-Wheel Drive,Ford,Escort Wagon,AUTO
4.0,2.0,Front-Wheel Drive,Ford,Escort Wagon,MANUAL
4.0,2.0,Front-Wheel Drive,Mercury,Tracer Wagon,AUTO
4.0,2.0,Front-Wheel Drive,Mercury,Tracer Wagon,MANUAL
4.0,2.3,Rear-Wheel Drive,Ford,LTD,AUTO
6.0,3.8,Rear-Wheel Drive,Ford,LTD,AUTO
4.0,2.3,Rear-Wheel Drive,Mercury,Marquis,AUTO
6.0,3.8,Rear-Wheel Drive,Mercury,Marquis,AUTO
6.0,4.2,Rear-Wheel Drive,Ford,F150 Pickup 2WD,AUTO
6.0,4.2,Rear-Wheel Drive,Ford,F150 Pickup 2WD,MANUAL
8.0,4.6,Rear-Wheel Drive,Ford,F150 Pickup 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,F150 Pickup 2WD,MANUAL
8.0,5.4,Rear-Wheel Drive,Ford,F150 Pickup 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,F250 Pickup 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,F250 Pickup 2WD,MANUAL
8.0,5.4,Rear-Wheel Drive,Ford,F250 Pickup 2WD,AUTO
6.0,4.2,4-Wheel or All-Wheel Drive,Ford,F150 Pickup 4WD,AUTO
6.0,4.2,4-Wheel or All-Wheel Drive,Ford,F150 Pickup 4WD,MANUAL
4.0,2.2,Front-Wheel Drive,Plymouth,Caravelle,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Ford,F150 Pickup 4WD,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Ford,F150 Pickup 4WD,MANUAL
8.0,5.4,4-Wheel or All-Wheel Drive,Ford,F150 Pickup 4WD,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Ford,F250 Pickup 4WD,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Ford,F250 Pickup 4WD,MANUAL
8.0,5.4,4-Wheel or All-Wheel Drive,Ford,F250 Pickup 4WD,AUTO
4.0,2.6,Front-Wheel Drive,Plymouth,Caravelle,AUTO
8.0,5.2,Rear-Wheel Drive,Plymouth,Gran Fury,AUTO
6.0,4.2,Rear-Wheel Drive,Ford,E150 Econoline 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,E150 Econoline 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E150 Econoline 2WD,AUTO
6.0,4.2,Rear-Wheel Drive,Ford,E250 Econoline 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E250 Econoline 2WD,AUTO
6.0,4.2,Rear-Wheel Drive,Ford,E150 Club Wagon,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,E150 Club Wagon,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E150 Club Wagon,AUTO
6.0,3.4,Front-Wheel Drive,Chevrolet,Venture 2WD,AUTO
8.0,5.2,Rear-Wheel Drive,Jeep,Grand Cherokee 2WD,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,Expedition 2WD,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,Expedition 2WD,AUTO
6.0,3.8,Rear-Wheel Drive,Pontiac,Bonneville,AUTO
8.0,5.0,Rear-Wheel Drive,Mercury,Mountaineer 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Pontiac,Bonneville,AUTO
8.0,4.6,4-Wheel or All-Wheel Drive,Ford,Expedition 4WD,AUTO
8.0,5.4,4-Wheel or All-Wheel Drive,Ford,Expedition 4WD,AUTO
8.0,5.0,4-Wheel or All-Wheel Drive,Mercury,Mountaineer 4WD,AUTO
6.0,3.0,Rear-Wheel Drive,Acura,NSX,AUTO
6.0,3.2,Rear-Wheel Drive,Acura,NSX,MANUAL
6.0,3.2,Rear-Wheel Drive,Aston Martin,DB7 Coupe,AUTO
6.0,3.2,Rear-Wheel Drive,Aston Martin,DB7 Coupe,MANUAL
6.0,3.2,Rear-Wheel Drive,Aston Martin,DB7 Volante,AUTO
6.0,3.2,Rear-Wheel Drive,Aston Martin,DB7 Volante,MANUAL
6.0,3.2,Rear-Wheel Drive,BMW,M Roadster,MANUAL
4.0,1.9,Rear-Wheel Drive,BMW,Z3 Roadster,AUTO
4.0,1.9,Rear-Wheel Drive,BMW,Z3 Roadster,MANUAL
6.0,2.8,Rear-Wheel Drive,BMW,Z3 Roadster,AUTO
6.0,2.8,Rear-Wheel Drive,BMW,Z3 Roadster,MANUAL
8.0,3.5,Rear-Wheel Drive,Lotus,98 Esrit V8,MANUAL
6.0,2.5,Rear-Wheel Drive,Porsche,Boxster,AUTO
